Token,Tag
sölle,O
.,O
Obgemelte,O
Urtheil,O
ist,O
an,O
ihmme,O
Roder,B-PER
Den,O
.,O
maii,O
1664,O
erstattet,O
ihmme,O
der,O
kopf,O
abgeschlagen,O
unnd,O
derselbig,O
mitsambt,O
dem,O
Cörper,O
inn,O
die,O
haubt,O
gruben,O
vergraben,O
worden,O
.,O
Samuel,B-PER
Schnyders,I-PER
verurtheillung,O
.,O
Wylen,O
diser,O
ein,O
armer,O
einfaltiger,O
junger,O
gesell,O
unnd,O
von,O
obigem,O
glychsam,O
übermeisteret,O
unnd,O
zu,O
der,O
that,O
kein,O
plenum,O
consensum,O
gehabt,O
sonderen,O
söllches,O
geklagt,O
;,O
als,O
ist,O
über,O
ihnne,O
erkent,O
daß,O
er,O
von,O
ihr,O
an,O
landen,O
unnd,O
dero,O
gebiet,O
auch,O
von,O
den,O
mit,O
Fryburg,O
gemein,O
habenden,O
vier,O
vogtheyen,O
sölle,O
endlich,O
verwisen,O
unnd,O
mit,O
ruthen,O
doch,O
ohne,O
brandzeichen,O
außgeschwungen,O
werden,O
neben,O
von,O
sich,O
gebung,O
eines,O
nepheds,O
welche,O
urtheil,O
auch,O
montags,O
den,O
.,O
dito,O
an,O
ihmme,O
erstattet,O
worden,O
.,O
Unnd,O
luthet,O
das,O
ihmme,O
vorgelesene,O
urphed,O
wie,O
vollget,O
.,O
der,O
Samuel,B-PER
Schnyder,I-PER
burger,O
der,O
statt,B-LOC
Bern,I-LOC
bekennen,O
offentlich,O
mit,O
diserem,O
gegenwürtigen,O
nach,O
dem,O
ich,O
leider,O
wider,O
gott,O
unnd,O
syn,O
heiliges,O
wort,O
so,O
weit,O
und,O
schwer,O
-,O
lich,O
vergeßen,O
daß,O
ich,O
inn,O
die,O
große,O
übernatürliche,O
sünd,O
der,O
gefallen,O
unnd,O
mich,O
durch,O
Abraham,B-PER
Roder,B-PER
im,O
weisenhaus,B-LOC
allhier,O
beflecken,O
laßen,O
auch,O
hierüber,O
inn,O
die,O
schafft,O
unnd,O
hand,O
meinen,O
gnedigen,O
herren,O
unnd,O
oberen,O
gelegt,O
unnd,O
eine,O
gerume,O
zytt,O
darinn,O
enthallten,O
worden,O
.,O
Meine,O
gnedigen,O
herren,O
unnd,O
oberen,O
auch,O
über,O
diß,O
myn,O
hoch,O
und,O
schwerliches,O
verbrechen,O
vernneg,O
deß,O
gsatzes,O
Gottes,O
wohl,O
ursach,O
unnd,O
macht,O
gehabt,O
hettind,O
mich,O
wie,O
den,O
andern,O
myne,O
großen,O
arbend,O
sündern,O
Abraham,B-PER
Roder,I-PER
so,O
die,O
that,O
an,O
mir,O
begangen,O
exempla,O
-,O
risch,O
am,O
leben,O
zestraffen,O
unnd,O
ze,O
züchtigen,O
.,O
Wylen,O
aber,O
sölliche,O
(,O
wie,O
dan,O
auch,O
jetz,O
und,O
gegen,O
mir,O
),O
mehr,O
zu,O
gnaden,O
unnd,O
barmhertzigkeit,O
als,O
aber,O
zu,O
strenge,O
unnd,O
raach,O
geneigt,O
als,O
habend,O
sy,O
zuvor,O
mir,O
das,O
leben,O
geschenckt,O
uß,O
verhoffender,O
zuversicht,O
mich,O
innskünfftig,O
söllicher,O
unnd,O
anderer,O
großer,O
lasteren,O
unnd,O
missethaten,O
ze,O
bewahren,O
unnd,O
ze,O
behüten,O
doch,O
aber,O
mir,O
zu,O
einer,O
gnädigen,O
unnd,O
wohlverdienten,O
straff,O
ufferlegen,O
wollen,O
mich,O
von,O
ihr,O
an,O
land,O
unnd,O
gebiet,O
mit,O
dem,O
eidt,O
ze,O
verwysen,O
und,O
durch,O
ihren,O
scharpfrichter,O
mit,O
der,O
ruthen,O
aussteychen,O
ze,O
laßen,O
welliche,O
gnad,O
unnd,O
millte,O
urtheil,O
ich,O
auch,O
gern,O
unnd,O
gutwillig,O
uff,O
und,O
angenommen,O
mit,O
8,O
mit,O
versprechung,O
mich,O
innskünfftig,O
söllicher,O
unnd,O
anderer,O
großer,O
mißhandlungen,O
myn,O
leben,O
zebeßern,O
(,O
alß,O
biß,O
dahar,O
leider,O
beschechen,O
),O
anzewenden,O
auch,O
meine,O
gnedigen,O
herren,O
unnd,O
oberen,O
land,O
unnd,O
gebiet,O
wie,O
auch,O
die,O
vier,O
mit,O
Fryburg,B-LOC
gemein,O
habenden,O
ambter,O
als,O
Grandson,B-LOC
Murten,B-LOC
und,O
Schwartzburg,B-LOC
fürohin,O
nimmermehr,O
ohne,O
erhalltene,O
begnädigung,O
zebetretten,O
unnd,O
n,O
dise,O
millte,O
und,O
gnädige,O
straff,O
wegen,O
vihlfalltigen,O
und,O
schweren,O
verbrechens,O
an,O
niemanden,O
weder,O
durch,O
mich,O
noch,O
die,O
mynigen,O
ze,O
rechen,O
noch,O
jemanden,O
hierdurch,O
ze,O
beleidigen,O
;,O
fahls,O
aber,O
ich,O
(,O
darvor,O
gott,O
gnädig,O
syn,O
wolle,O
),O
inn,O
die,O
vorigen,O
fußstapfen,O
unnd,O
andere,O
schwere,O
sünden,O
unnd,O
übertreffungen,O
oder,O
aber,O
mich,O
inn,O
ihr,O
An,O
land,O
unnd,O
gebiet,O
widerumb,O
ohne,O
vorerlangte,O
begnädigung,O
begeben,O
wurde,O
sölle,O
alßdan,O
sölliche,O
urtheil,O
welliche,O
ich,O
jetz,O
und,O
am,O
leben,O
außzestehen,O
wohl,O
verdienet,O
gehabt,O
hette,O
ohnfählbarlich,O
unnd,O
ohne,O
verhoffende,O
gnad,O
an,O
mir,O
exequiert,O
unnd,O
vollstreckt,O
werden,O
inn,O
krafft,O
diß,O
verheds,O
etc,O
.,O
Den,O
21,O
.,O
Julii,O
1664,O
.,O
ist,O
uff,O
anhallten,O
gedachts,O
Schnyders,B-PER
geschwüsterten,O
durch,O
meine,O
gnedigen,O
herren,O
räht,O
unnd,O
burger,O
ihmme,O
Samuel,B-PER
Schnyder,B-PER
wegen,O
syner,O
und,O
daß,O
er,O
an,O
papistischen,O
orthen,O
lychtlich,O
möchte,O
ver,O
-,O
führt,O
werden,O
das,O
land,O
widerumb,O
geöffnet,O
und,O
zu,O
allenby,O
syner,O
schwöster,O
in,O
stille,O
ze,O
wohnen,O
vergönt,O
worden,O
.,O
Hans,O
Heinrich,O
-,O
Diser,O
sonsten,O
ein,O
armer,O
vonn,O
Fryburg,B-LOC
uß,I-LOC
Brißgeüw,I-LOC
gebürtig,O
so,O
sich,O
lange,O
zytt,O
allhier,O
im,O
Ziegelhoff,B-LOC
mit,O
arbeiten,O
uffgehallten,O
unnd,O
von,O
jugend,O
uff,O
inn,O
dem,O
oberen,B-LOC
spittal,I-LOC
allhier,O
erhallten,O
worden,O
ist,O
wegen,O
daß,O
er,O
vonn,O
dem,O
im,O
oberen,B-LOC
spittal,I-LOC
meister,O
hr,O
Peter,O
sehr,O
schmächliche,O
seel,O
unnd,O
ehr,O
berührende,O
affterreden,O
ußgelaßen,O
unnd,O
keinen,O
vorsäger,O
synem,O
verwegen,O
nach,O
stellen,O
können,O
.,O
zu,O
wohlverdienter,O
straff,O
8,O
tag,O
inn,O
das,O
schallenwerck,O
unnd,O
hernach,O
zu,O
eidlicher,O
landsver,O
-,O
wysung,O
erkent,O
den,O
.,O
.,O
Wylen,O
er,O
aber,O
hernach,O
die,O
eidliche,O
landtsverwysung,O
ist,O
er,O
drey,O
monat,O
darfür,O
mit,O
dem,O
schallenwerck,O
abgestrafft,O
worden,O
.,O
Niclaus,O
von,O
Nidersibenthal,B-LOC
.,O
Wylen,O
diser,O
mit,O
einer,O
ledigen,O
wybs,O
persohn,O
nammens,O
Barbara,B-PER
Träscher,B-PER
sich,O
fleischlich,O
vermischt,O
und,O
9,O
unnd,O
uff,O
die,O
zusamen,O
erkente,O
ehe,O
allhier,O
vor,O
einem,O
ehrsammen,O
chor,O
-,O
gricht,O
selbige,O
wylen,O
er,O
ihre,O
nit,O
die,O
ehe,O
versprochen,O
ze,O
ehelichen,O
geweigeret,O
;,O
Als,O
ist,O
er,O
wegen,O
söllich,O
ungehorsams,O
eidtlich,O
von,O
statt,O
unnd,O
land,O
verwisen,O
worden,O
.,O
Hat,O
auch,O
formalisch,O
außgeschworen,O
den,O
.,O
Februarii,O
.,O
Gabriel,B-PER
Schüpfer,I-PER
.,O
Ein,O
barbierer,O
von,O
Langenthal,B-LOC
gebürtig,O
ist,O
wegen,O
er,O
sich,O
mit,O
der,O
predicantin,O
zu,O
Thunstetten,B-LOC
unnd,O
ihrer,O
magd,O
vertrabt,O
unnd,O
mit,O
anderen,O
wybspersohnen,O
mehr,O
sich,O
vergeßen,O
ze,O
haben,O
beruhmbt,O
haben,O
soll,O
mit,O
dem,O
eid,O
von,O
statt,O
unnd,O
land,O
gewisen,O
worden,O
hat,O
auch,O
formalisch,O
außgeschworen,O
den,O
.,O
Martii,O
.,O
Anna,B-PER
Bär,I-PER
.,O
Disere,O
dienstmagd,O
so,O
allhier,O
zun,O
zimmerlüthen,O
gedienet,O
unnd,O
von,O
Underseen,O
gebürtig,O
wylen,O
sy,O
mit,O
zweyen,O
verehrlicheten,O
1,O
.,O
mannspersohnen,O
sich,O
fleischlichen,O
vertrabt,O
unnd,O
von,O
dem,O
einten,O
geschwengeret,O
worden,O
und,O
ihmme,O
ein,O
unehelich,O
kind,O
geben,O
.,O
Als,O
ist,O
sy,O
nach,O
demme,O
sy,O
im,O
chorhaus,O
abgebüßt,O
mit,O
dem,O
eidt,O
von,O
statt,O
unnd,O
land,O
luth,O
gsatzes,O
verwisen,O
worden,O
unnd,O
hat,O
den,O
eid,O
praestiert,O
den,O
.,O
.,O
Rudolff,B-PER
Schaffner,I-PER
ein,O
hutmacher,O
unnd,O
burger,O
allhier,O
.,O
Nachdem,O
derselbige,O
wegen,O
ynbruchs,O
inn,O
deß,O
herren,O
DuPréz,B-PER
haus,O
ergriffen,O
unnd,O
gefengklichen,O
allhier,O
yngezogen,O
worden,O
ist,O
er,O
hernach,O
den,O
sechten,O
aprilis,O
durch,O
meine,O
gnedig,O
herren,O
rahtsherrn,O
sowohl,O
mit,O
als,O
ohne,O
marter,O
examiniert,O
worden,O
wellicher,O
dan,O
bekent,O
.,O
ohne,O
marter,O
.,O
daß,O
er,O
mit,O
einer,O
leitern,O
die,O
er,O
im,O
stiffthooff,O
genommen,O
inn,O
herrn,O
Dupréz,B-PER
stuben,O
yngestigen,O
unnd,O
daselbsten,O
ein,O
bettlin,O
und,O
ein,O
mantel,O
unnd,O
wehr,O
behendt,O
futer,O
ein,O
umbhang,O
unnd,O
umbschlag,O
ein,O
10,O
ein,O
hutband,O
ein,O
paar,O
hosen,O
unnd,O
ein,O
paar,O
schu,O
genommen,O
welliches,O
er,O
inn,O
den,O
stiffthooff,O
getragen,O
.,O
unnd,O
theils,O
inn,O
einen,O
weidling,O
so,O
am,O
spitz,O
gestanden,O
uff,O
die,O
Schwelli,B-LOC
Matten,I-LOC
inn,O
ein,O
scheürlin,O
geführt,O
er,O
seye,O
eintzig,O
gewesen,O
unnd,O
habe,O
niemandts,O
geholffen,O
etc,O
.,O
2,O
.,O
Mehr,O
seye,O
er,O
hievor,O
inn,O
herren,O
Ludwig,O
Stürlers,O
undere,O
stuben,O
gestigen,O
unnd,O
etwas,O
tuchs,O
als,O
by,O
8,O
ellen,O
auch,O
ein,O
graume,O
unnd,O
ein,O
sommerkleid,O
genommen,O
unnd,O
habe,O
sölliches,O
alles,O
dem,O
allten,O
Rucher,O
umb,O
6,O
X,O
verkoufft,O
.,O
Mehre,O
venner,O
r,O
habe,O
er,O
hievor,O
3,O
.,O
by,O
dem,O
Wyßenstein,B-LOC
einen,O
buchKeßel,O
genommen,O
wellichen,O
er,O
an,O
der,O
Sennsen,O
einer,O
allten,O
fen,O
verkoufft,O
umb,O
6,O
.,O
.,O
unnd,O
habe,O
selbiger,O
Keßel,O
gewog,O
30 lb,O
wellichen,O
sy,O
inn,O
einer,O
wegen,O
laßen,O
etc,O
.,O
Lähr,O
auffgezogen,O
hat,O
er,O
bekent,O
.,O
4,O
.,O
Dem,O
hutmacher,O
am,B-LOC
Stallden,I-LOC
habe,O
er,O
etwas,O
garns,O
genommen,O
.,O
dem,O
wirth,O
zum,O
metzgeren,O
allhier,O
5,O
.,O
habe,O
er,O
den,O
buchkeßel,O
genommen,O
als,O
ein,O
hochzytt,O
daselbsten,O
gewesen,O
wellichen,O
er,O
dem,O
Kucher,O
umb,O
4 fl,O
verkoufft,O
vor,O
dreyen,O
Jaren,O
etc,O
.,O
NB,O
.,O
Der,O
allte,O
kucher,O
habe,O
ihme,O
bald,O
diß,O
bald,O
jenes,O
heißen,O
bringen,O
.,O
unnd,O
habind,O
ihnne,O
allemahl,O
Zeeßen,O
vnnd,O
ze,O
trinken,O
geben,O
auch,O
wohl,O
gewüßt,O
daß,O
er,O
söllichen,O
zug,O
nit,O
habe,O
sonderen,O
daß,O
es,O
gestolen,O
seye,O
unnd,O
habind,O
ihnen,O
Jederwylen,O
nur,O
ein,O
oder,O
zwo,O
Maas,O
wyn,O
bezallt,O
unnd,O
dan,O
den,O
zug,O
behallten,O
.,O
Mit,O
dem,O
kleinen,O
Stein,O
auffgezogen,O
hat,O
er,O
bekent,O
.,O
b,O
Im,O
zuchthaus,O
als,O
er,O
daselbsten,O
gearbeitet,O
habe,O
er,O
einen,O
möschigen,O
haus,O
genommen,O
.,O
3,O
.,O
seinem,O
vatter,O
sel,O
habe,O
er,O
einen,O
Ehrmen,O
hafen,O
genommen,O
.,O
.,O
8,O
.,O
Syner,O
stieffmuter,O
habe,O
er,O
zwo,O
blatten,O
genommen,O
unnd,O
den,O
Kucher,O
verkoufft,O
.,O
9,O
.,O
Syner,O
schwöster,O
habe,O
er,O
ein,O
rock,O
genommen,O
hat,O
hiemit,O
dißmalen,O
nichts,O
wyters,O
bekennen,O
wollen,O
.,O
Den,O
10,O
.,O
aprilis,O
ist,O
erwyters,O
examiniert,O
worden,O
durch,O
mahl,O
heimlicher,O
Holtzer,O
da,O
er,O
dan,O
erst,O
lich,O
obiger,O
puncten,O
hallber,O
nochmalen,O
gestendig,O
gewesen,O
mit,O
erlütherung,O
daß,O
er,O
dem,O
herren,O
drey,O
an,O
das,O
kein,O
herren,O
grat,O
Ludwig,O
Stürler,O
genommene,O
ouch,O
19 lb,O
ersetzen,O
müßen,O
der,O
dan,O
ihmme,O
versprochen,O
ihne,O
diser,O
sachen,O
halben,O
geben,O
den,O
stüeler,O
zu,O
versprechen,O
.,O
11,O
.,O
1,O
10,O
.,O
Denne,O
hat,O
er,O
bekent,O
daß,O
er,O
dem,O
Wirth,O
zum,O
wyßen,O
creütz,O
yngestigen,O
unnd,O
daselbsten,O
dem,O
mr,O
Kurtz,O
genommen,O
einen,O
großen,O
kupfernen,O
Keßel,O
item,O
ein,O
zwomäßige,O
kanten,O
unnd,O
zwey,O
halbmäßige,O
Kännlin,O
sambt,O
einer,O
müßigen,O
unnd,O
einer,O
vierteligen,O
finden,O
ein,O
blattenring,O
kunff,O
fleisch,O
vnnd,O
zwo,O
Capaunen,O
blaffen,O
ein,O
bouw,O
meßer,O
ein,O
ehrig,O
Tüpfi,O
ain,O
reis,O
musqueten,O
ein,O
sagen,O
sambt,O
dem,O
behenck,O
deß,O
fäder,O
gwandts,O
unnd,O
der,O
deckenen,O
ist,O
er,O
nit,O
bekant,O
etc,O
.,O
deß,O
küchers,O
tochter,O
unnd,O
ihr,O
man,O
hannd,O
Bartman,O
habind,O
ihme,O
daselbsten,O
1,O
angewisen,O
unnd,O
seyend,O
schiltwacht,O
gestanden,O
unnd,O
habe,O
deß,O
kuchers,O
tochter,O
gesagt,O
sy,O
wüße,O
schon,O
allein,O
platz,O
Es,O
habe,O
deß,O
kuchers,O
tochter,O
offt,O
brieffen,O
verkaufft,O
unnd,O
auß,O
geschouwet,O
unnd,O
ihmme,O
dan,O
anleitung,O
gëben,O
sy,O
seye,O
kuler,O
weder,O
der,O
allt,O
unnd,O
der,O
jung,O
der,O
kucher,O
nemme,O
dem,O
christlichen,O
Baumgarter,O
auch,O
alle,O
zyff,O
etwan,O
ab,O
.,O
Mehr,O
hat,O
er,O
bekent,O
der,O
fr,O
Catarina,O
Späting,O
Schwellimeisterin,O
genommen,O
se,O
haben,O
hinder,O
dem,O
kilchenholtz,O
Inn,O
ihrer,O
marten,O
by,O
der,O
aren,O
.,O
ein,O
kleines,O
Keßelin,O
ein,O
eynlachen,O
unnd,O
etwas,O
rysten,O
habe,O
die,O
rysten,O
einem,O
oberlender,O
verkaufft,O
etc,O
.,O
der,O
.,O
Gottes,O
willen:,O
wo,O
sy,O
nüt,O
Inne,O
pres,O
doch,O
ine,O
Wyb,O
undt,O
Kindern,O
undt,O
ine,O
hilfschichen,O
wellindt,O
doch,O
niemal,O
nit,O
wytres,O
XXX,O
biß,O
inß,O
In,O
erhaltung,O
das,O
eigendtlich,O
werden,O
obs,O
frömbdts,O
volck,O
syn,O
u,O
den,O
nit,O
.,O
Dazwüschen,O
aber,O
habindt,O
sy,O
von,O
Rychenbach,B-PER
Peter,I-PER
den,O
Ratten,O
XXX,O
obsich,O
hinuf,O
.,O
Im,O
übrigen,O
dan,O
wil,O
der,O
undt,O
franz,O
nüzit,O
von,O
den,O
willigung,O
zuo,O
disem,O
uundt,O
wüß,O
.,O
Peter,B-PER
Graf,I-PER
von,I-PER
Schamachtal,B-PER
und,O
Rychenbach,B-PER
.,O
vide,O
insia,O
Diser,O
Wüterich,O
ist,O
den,O
.,O
julii,O
syneß,O
Diensts,O
daselbst,O
ohne,O
einiche,O
andere,O
hienor,O
pratendierte,O
ersatzung,O
endstedt,O
undt,O
demnach,O
auf,O
abtrag,O
Costens,O
undt,O
eine,O
gute,O
Censur,O
Liberirt,O
worden,O
.,O
Hannß,B-PER
Frantz,I-PER
dann,O
ist,O
auf,O
abtrag,O
Costens,O
undt,O
eine,O
gute,O
Censur,O
ledig,O
Actum,O
utsupra,O
.,O
35,O
.,O
Cristen,B-PER
Wynistorff,I-PER
Amman,B-PER
von,I-PER
Oberburg,I-PER
einsehr,O
alter,O
Siewol,O
er,O
von,O
langem,O
dahar,O
guttaten,O
von,O
.,O
hatt,O
jedoch,O
daß,O
er,O
sich,O
in,O
den,O
landtsgmeindt,B-ORG
Sumißwaldt,B-LOC
Huttwyl,B-LOC
undt,O
langental,B-LOC
auch,O
selber,O
Dorfs,B-ORG
gmeinden,I-ORG
undt,O
in,O
denselben,O
die,O
umbfrag,O
undt,O
sich,O
wider,O
stand,O
bruchen,O
sunderlich,O
Erstlich,O
daß,O
er,O
zuo,O
Sumißwaldt,B-LOC
auch,O
in,O
den,O
Pundt,O
undt,O
zuo,O
Langental,B-LOC
bÿ:,O
undt,O
gegenwürtig,O
alß,O
worden,O
durch,O
Niclauß,B-PER
Löuweneberger,I-PER
Weybel,B-PER
Rugsegger,I-PER
Daniel,B-PER
Küpfer,I-PER
Statthalter,B-PER
Berger,I-PER
undt,O
inne,O
für,O
die,O
statt,O
undt,O
die,O
päß,O
zuo,O
vndt,O
versperung,O
der,O
undt,O
.,O
Waß,O
aber,O
sy,O
und,O
bedacht,O
gsin,O
wären,O
wan,O
die,O
statt,O
von,O
Inen,O
were,O
yngenommen,O
worden,O
sige,O
zwar,O
niit,O
dannos,O
grett,O
worden,O
er,O
achte,O
aber,O
wol,O
daß,O
sy,O
undt,O
zerstört,O
worden,O
werde,O
sunsten,O
syn,O
er,O
persöhnlich,O
vor,O
Bern,B-LOC
nit,O
sunder,O
synen,O
sohn,O
dahin,O
Zum,O
anderen,O
habe,O
er,O
Hanß,B-PER
Sterche,I-PER
undt,O
Hannß,B-PER
Hofman,I-PER
by,O
Oberburg,B-LOC
zum,O
allerte,O
zuo,O
ußgeschoßnen,O
in,O
die,O
Landtsgmeindt,B-ORG
In,O
die,O
wol,O
also,O
daß,O
einer,O
vnder,O
inen,O
diesach,O
an,O
dhandt,O
undt,O
verrichten,O
.,O
Denna,O
XXX,O
XXX,O
XXX,O
XXX,O
XXX,O
XXX,O
Eidt,O
nim,O
der,O
XXX,O
XXX,O
undt,O
in,O
derselbig,O
die,O
XXX,O
daß,O
erhech,O
den,O
vunde,O
wöllind,O
sich,O
die,O
aber,O
abtredten,O
Mehr,O
habe,O
in,O
auch,O
die,O
zur,O
Oberburg,B-LOC
haltnen,O
Gmeinden,B-ORG
auf,O
bottschafften,O
ussem,O
Emmetal,B-LOC
undt,O
drüber,O
die,O
wachten,O
bim,O
nacher,O
Bärn,B-LOC
Item,O
Alß,O
die,O
Landtlüt,O
für,O
er,O
yu,O
statt,O
Bern,B-LOC
syge,O
er,O
wyni,O
storff,O
zuo,O
Pferdt,O
nacher,O
Krochtal,B-LOC
komen,O
unndt,O
habe,O
daselbst,O
auf,O
für,O
die,O
statt,O
Bern,B-LOC
.,O
Nachden,O
aber,O
mynnen,O
ghirn,O
völckern,O
von,O
Bern,B-LOC
habe,O
er,O
ein,O
an,O
den,O
aman,O
in,O
Krochtal,B-LOC
abgehen,O
und,O
ine,O
vermanen,O
laß,O
die,O
Kronchtaler,B-ORG
nach,O
Hindelbanck,B-LOC
mach,O
zezüchen,O
.,O
Ihm,O
übrigen,O
dan,O
habe,O
er,O
nit,O
allein,O
die,O
wachten,O
an,O
underschidenlich,O
Sunders,O
auch,O
mehrteils,O
diser,O
aufrürisch,O
wider,O
die,O
oberkeit,O
angeseh,O
geweßnen,O
handel,O
einzig,O
theils,O
aber,O
auch,O
mit,O
zuotag,O
Hanß,B-PER
Sterchiß,I-PER
undt,O
Michel,B-PER
Grabers,I-PER
umb,O
Oberburg,B-LOC
hennen,O
Vndt,O
ist,O
diser,O
letten,O
zwey,O
halb,O
von,O
underschidenlich,O
Information,O
undt,O
be:,O
Actum,O
.,O
undt,O
züget,O
worden,O
.,O
junii,O
.,O
Ist,O
allein,O
mundtlich,O
examiniert,O
worde,O
weg,O
syner,O
lybs,O
Endtlich,O
habe,O
er,O
auch,O
ungracht,O
daß,O
herren,O
in,O
ablegung,O
syneß,O
undt,O
noch,O
darzuo,O
andere,O
daß,O
unts,O
abmanen,O
wellen,O
.,O
Ist,O
undt,O
der,O
kopf,O
auf,O
den,O
galgen,O
worden,O
Actum,O
.,O
junii,O
.,O
36,O
Daniel,B-PER
Küpfer,I-PER
von,O
Langnouw,B-LOC
So,O
vor,O
12,O
auchschon,O
Ein,O
aufruhrer,O
Hat,O
ussert,O
undt,O
an,O
der,O
über,O
und,O
schidenliche,O
an,O
inne,O
alß,O
einen,O
undt,O
gewäßeen,O
Kriegs,B-ORG
-,I-ORG
Raht,I-ORG
undt,O
en,O
den,O
Rebellischen,O
undt,O
wie,O
hernach,O
Daß,O
zwar,O
er,O
bin,O
anfang,O
daß,O
unzuoläß:,O
lichen,O
wider,O
gmeinen,O
Eidtgnoßen,B-ORG
undt,O
gerechtigkeit,O
Stryttenden,O
nit,O
undt,O
daruon,O
nüzit,O
biß,O
derselbige,O
ime,O
zuo,O
Sumiswald,B-LOC
worden,O
welch,O
er,O
ime,O
drüber,O
auch,O
lieben,O
undt,O
darzuo,O
insunderer,O
daß,O
derselbige,O
syner,O
gnedig,O
hochen,O
oberkeit,O
habendt,O
Gerecht:,O
undt,O
undt,O
allein,O
dafür,O
daß,O
wort,O
undt,O
er,O
aber,O
underthanen,O
undt,O
undt,O
darwider,O
niit,O
gehandlet,O
wurde,O
.,O
Darueber,O
habe,O
er,O
sich,O
zwar,O
In,O
4,O
.,O
schidenlichen,O
Landtsgmeinden,B-ORG
befende,O
sige,O
aber,O
anfeuchlich,O
wider,O
synen,O
In,O
die,O
Landts,B-ORG
gmeind,I-ORG
zuo,O
Langnouwe,B-LOC
durch,O
die,O
zwen,O
Brüeder,O
Christen,B-PER
undt,O
Jost,B-PER
Augspieg,I-PER
derselbst,O
anderst,O
gutt,O
die,O
bösen,O
durch,O
ir,O
tes,O
wydlen,O
undt,O
zöümen,O
hernach,O
von,O
einer,O
gantzen,O
gmeindt,B-ORG
alß,O
einen,O
außgeschoßnen,O
gan,O
Surmißwaldt,B-LOC
generet,O
worden,O
In,O
welchem,O
Er,O
disen,O
kraftt:,O
undt,O
heilosen,O
derselbst,O
geschworen:,O
Nach,O
disem,O
er,O
vernenß,O
auch,O
wider,O
synen,O
willen,O
In,O
Huttwyl,B-LOC
XXX,O
Gemeind,O
namen,O
nach,O
huttwyl,B-LOC
unndt,O
wylen,O
noch,O
daselbst,O
sich,O
dass,O
veranlassten,O
XXX,O
halb,O
nit,O
undt,O
also,O
baldt,O
darauf,O
nie,O
Landtgmeinden,B-ORG
Langental,B-LOC
dahin,O
auch,O
unseren,O
ghan,O
eren,O
angestelt,O
worden,O
Alß,O
habe,O
er,O
sich,O
auch,O
da,O
selbiges,O
undt,O
derselbigen,O
aber,O
doch,O
nit,O
volkommen,O
abge:,O
zum,O
Sunder,O
auf,O
daß,O
ir,O
gen,O
vil,O
frömbdes,O
zuozüche,O
die,O
Ämmentaler,B-ORG
dardurch,O
mit,O
faulen,O
undt,O
Schwert,O
sich,O
sohntag,O
abendts,O
uß,O
beuelch,O
der,O
undt,O
ußschützen,O
daselbst,O
nach,O
huß,O
umb,O
allerhand,O
notwendige,O
wachten,O
dargegen,O
.,O
Nach,O
diser,O
synen,O
ab:,O
weiß,O
aber,O
sige,O
imme,O
von,O
Langental,B-LOC
her,O
bericht,O
daß,O
daselbst,O
undt,O
abgerett,O
worden,O
Im,O
fahl,O
dise,O
frömbd,O
titulierende,O
ker,O
aufbrechen,O
werdindt,O
Man,O
aller,O
arten,O
stiimen,O
und,O
zum,O
an:,O
zug,O
ufmanen,O
sölle,O
.,O
Disem,O
zuo,O
voly,O
nun,O
habe,O
man,O
auf,O
empfangner,O
undt,O
vilfaltige,O
daß,O
volck,O
Im,O
undt,O
anzug,O
syn,O
hin,O
undt,O
für,O
wüße,O
aber,O
nit,O
durch,O
wär,O
undt,O
außwelche,O
sin,O
beurlch,O
worden,O
Also,O
daß,O
man,O
daruf,O
gegen,O
die,O
Statt,O
gezogen:,O
Doch,O
sygindt,O
sy,O
nit,O
die,O
sunder,O
die,O
Landt:,B-ORG
grichten,B-ORG
von,O
Konolfingen,B-LOC
don,O
tag,O
vor,O
inen,O
im,O
läger,O
by,O
Muhri,B-LOC
Demnach,O
syn,O
Er,O
ein,O
houptman,O
über,O
Die,O
fahnen,O
von,O
Langnoue,B-LOC
undt,O
37,O
.,O
einer,O
von,O
den,O
verordneten,O
Kriegs,B-ORG
Rähten,I-ORG
vor,O
der,O
stattalhie,O
gsin,O
da,O
zwar,O
in,O
synen,O
bysin,O
ein,O
rahtschlag,O
ergangen,O
daß,O
sy,O
söl:,O
lindt,O
zuo,O
desto,O
lichteren,O
und,O
kum,O
blicheren,O
erlang:,O
und,O
außherbringung,O
irer,O
praeten,O
.,O
hiecenden,O
gworsammen,O
undt,O
heniheiten,O
sich,O
der,O
pässen,O
undt,O
umb,O
die,O
statt,O
herumb,O
und,O
kein,O
in,O
die,O
statt,O
hinyn,O
laßen,O
jedoch,O
die,O
Zuo,O
disem,O
Endt,O
statt,O
nit,O
dann,O
Lienhardt,B-PER
Glanzman,I-PER
von,O
Kauflin,B-LOC
mit,O
synen,O
y,O
gegen,O
der,O
neuen:,B-LOC
brug,B-LOC
commandiert,O
worden,O
mit,O
beurlch,O
oben,O
im,O
holz,O
einfaltig,O
still,O
undt,O
de,O
paß,O
also,O
undt,O
nit,O
wie,O
anzuogriffen,O
waß,O
aber,O
im,O
in,O
der,O
Schoßhallden,B-LOC
für,O
vernere,O
an:,O
hleg,O
möge,O
er,O
nit,O
wyl,O
er,O
nit,O
by,O
allen,O
sunder,O
nach,O
angekünten,O
friden,O
auffem,O
wäg,O
gsin,O
mit,O
W,O
.,O
mus:,O
